ID,Age,Gender,Race,City,State,Latitude,Longitude,Cause_of_Death,Mental_Illness,Year
27254,13,Female,African-American/Black,East Cleveland,OH,41.5289546,-81.5835545,Vehicle,No,2019
27255,44,Male,European-American/White,Lynn,IN,40.048311,-84.95151,Gunshot,No,2019
27256,57,Male,Race unspecified,Evansville,IN,38.0003029,-87.4680951,Gunshot,Yes,2019
27257,26,Male,European-American/White,Carrollton,GA,33.6175775,-85.0931177,Gunshot,No,2019
27258,57,Male,European-American/White,Ithaca,NY,42.437198,-76.4975558,Gunshot,No,2019
27259,40,Male,European-American/White,Huntington,UT,39.458835,-111.144384,Gunshot,Drug or alcohol use,2019
27260,46,Male,Race unspecified,Hattiesburg,MS,31.3255028,-89.3754792,Gunshot,No,2019
27261,24,Male,African-American/Black,Pittsburgh,PA,40.442345,-79.882152,Gunshot,No,2019
27262,23,Male,European-American/White,Two Rivers,WI,44.1533596,-87.588703,Vehicle,No,2019
27263,34,Male,Race unspecified,Redding,CA,40.5779637,-122.3870043,Gunshot,No,2019
27264,24,Male,European-American/White,Coffeyville,KS,37.0945627,-95.6744132,Vehicle,No,2019
27265,24,Male,European-American/White,Bryant,AR,34.6043118,-92.5259408,Gunshot,Yes,2019
27266,34,Male,Hispanic/Latino,San Antonio,TX,29.387927,-98.503608,Gunshot,No,2019
27267,38,Male,Hispanic/Latino,Phoenix,AZ,33.4763971,-112.2255384,Gunshot,No,2019
27268,60,Male,African-American/Black,Oklahoma City,OK,35.4919741,-97.4771462,Gunshot,Drug or alcohol use,2019
27269,36,Male,Race unspecified,Washington,DC,38.868479,-76.988904,Vehicle,No,2019
27270,40,Male,African-American/Black,Chicago,IL,41.7298466,-87.5682419,Vehicle,No,2019
27271,56,Male,European-American/White,Springfield,MO,37.1795188,-93.2883686,Gunshot,No,2019
27272,65,Male,Race unspecified,Deltona,FL,28.8903285,-81.2699933,Gunshot,No,2019
27273,20,Male,Hispanic/Latino,Plant City,FL,28.0192499,-82.1340834,Gunshot,No,2019
27275,23,Male,African-American/Black,Atlanta,GA,33.6317249,-84.5086751,Gunshot,No,2019
27276,16,Female,African-American/Black,Burlington,NC,36.101514,-79.400815,Vehicle,No,2019
27277,59,Female,European-American/White,Ocala,FL,29.1080106,-82.2475001,Gunshot,Yes,2019
27278,35,Male,African-American/Black,Memphis,TN,35.2238833,-90.0004612,Gunshot,No,2019
27279,35,Male,Hispanic/Latino,Auburndale,FL,28.0661379,-81.7802187,Gunshot,Yes,2019
27280,43,Male,European-American/White,Newport News,VA,37.0799359,-76.470212,Gunshot,Yes,2019
27282,42,Male,European-American/White,South Ogden,UT,41.1924924,-111.9793076,Gunshot,Drug or alcohol use,2019
27283,16,Male,Race unspecified,Limerick,ME,43.6964643,-70.7887644,Gunshot,No,2019
27284,52,Male,European-American/White,Houston,TX,29.7201023,-95.3876909,Gunshot,No,2019
27285,31,Male,Race unspecified,Lancaster,OH,39.7252476,-82.6178903,Gunshot,No,2019
27286,31,Male,European-American/White,Elizabethton,TN,36.3466574,-82.2142343,Gunshot,No,2019
27287,34,Male,European-American/White,Clearlake Oaks,CA,39.0279593,-122.6646093,Gunshot,No,2019
27288,27,Male,Race unspecified,Bakersfield,CA,35.395469,-118.9851884,Gunshot,No,2019
27290,22,Male,European-American/White,Lafayette,IN,40.4621766,-86.8404185,Gunshot,No,2019
27291,29,Male,European-American/White,Rapid City,SD,44.0452448,-103.2039709,Gunshot,No,2019
27292,34,Male,European-American/White,Juneau,AK,58.3804,-134.5820001,Gunshot,No,2019
27293,76,Male,Race unspecified,Byhalia,MS,34.882806,-89.729127,Gunshot,Unknown,2019
27294,50,Male,Hispanic/Latino,El Centro,CA,32.7921225,-115.570756,Gunshot,Unknown,2019
27295,18,Male,African-American/Black,Houston,TX,29.6750278,-95.3361091,Gunshot,No,2019
27296,64,Male,Race unspecified,Lawrence,IN,39.8718971,-85.9571357,Vehicle,No,2019
27297,51,Female,European-American/White,Wichita,KS,37.6572906,-97.2261293,Gunshot,No,2019
27298,27,Male,European-American/White,Fulton,MO,38.8516503,-91.9581243,Gunshot,No,2019
27299,23,Male,African-American/Black,Federal Way,WA,47.3223642,-122.3160301,Gunshot,No,2019
27300,37,Male,African-American/Black,Chesterfield,MO,38.6715689,-90.588494,Gunshot,No,2019
27301,57,Male,African-American/Black,Omaha,NE,41.2921396,-95.9473699,Gunshot,No,2019
27302,58,Female,African-American/Black,Omaha,NE,41.2921396,-95.9473699,Gunshot,No,2019
27303,46,Male,African-American/Black,Augusta,GA,33.5101655,-82.040586,Gunshot,No,2019
27304,55,Female,African-American/Black,Atlanta,GA,33.7730545,-84.4173644,Vehicle,No,2019
27305,17,Male,African-American/Black,Norfolk,VA,36.830968,-76.264399,Vehicle,No,2019
27306,28,Male,European-American/White,Globe,AZ,33.4143418,-110.7984566,Gunshot,No,2019
27307,47,Male,Race unspecified,Blue Mountain,MS,34.6291653,-89.0183356,Gunshot,No,2019
27308,49,Male,Race unspecified,Cross Lanes,WV,38.429845,-81.78066,Gunshot,No,2019
27310,37,Male,African-American/Black,New York,NY,40.799329,-73.960983,Gunshot,No,2020
27311,25,Male,European-American/White,Grass Valley,CA,39.2192188,-121.0816141,Gunshot,No,2020
27312,23,Male,European-American/White,Williamstown,VT,44.0769419,-72.5902539,Vehicle,No,2020
27313,36,Male,European-American/White,Easton,MD,38.7495387,-76.1868665,Drowned,No,2020
27314,56,Male,European-American/White,Mundelein,IL,42.2533287,-88.0215188,Vehicle,No,2020
27315,20,Male,Hispanic/Latino,Denver,CO,39.7003308,-105.0297744,Gunshot,No,2020
27316,29,Male,Race unspecified,Central Point,OR,42.4203036,-122.9669508,Gunshot,No,2020
27317,24,Male,Race unspecified,Warsaw,VA,38.1004387,-76.8752801,Gunshot,No,2020
27318,26,Male,African-American/Black,North Las Vegas,NV,36.238662,-115.1888233,Gunshot,No,2020
27319,28,Male,European-American/White,Holt,MO,39.4043696,-94.3449817,Gunshot,No,2020
27320,59,Male,European-American/White,Kentfield,CA,37.9475127,-122.5252518,Vehicle,No,2020
27321,24,Male,European-American/White,Fort Smith,AR,35.3853169,-94.3721264,Vehicle,No,2020
27322,41,Male,European-American/White,Murrieta,CA,33.5810609,-117.2324089,Gunshot,Drug or alcohol use,2020
27323,25,Male,European-American/White,St. John,MO,38.7133524,-90.3551884,Vehicle,No,2020
27324,50,Male,European-American/White,Gladstone,MO,39.2096973,-94.5417675,Vehicle,No,2020
27325,30,Male,Hispanic/Latino,Chicago,IL,41.9180154,-87.7770854,Gunshot,No,2020
27326,30,Male,Hispanic/Latino,Ansonia,CT,41.3446344,-73.0706186,Gunshot,No,2020
27327,69,Male,Race unspecified,Hillsboro,OR,45.5212287,-122.8703604,Gunshot,No,2020
27328,59,Male,Race unspecified,El Reno,OK,35.500434,-97.848677,Vehicle,No,2020
27329,27,Male,European-American/White,Austin,TX,30.2559126,-97.7464659,Fell from a height,Unknown,2020
27330,28,Female,Hispanic/Latino,Golden Glades,FL,25.8997375,-80.2114357,Vehicle,No,2020
27331,34,Male,Hispanic/Latino,Austin,TX,30.2559126,-97.7464659,Stabbed,No,2020
27332,25,Male,African-American/Black,Chicago,IL,41.7521292,-87.5591115,Gunshot,No,2020
27333,53,Female,African-American/Black,Spring Valley,NY,41.1168835,-74.0375701,Tasered,Yes,2020
27334,17,Male,African-American/Black,Jacksonville,FL,30.3717918,-81.686675,Gunshot,No,2020
27335,18,Male,African-American/Black,Sparks,NV,39.5564364,-119.761852,Gunshot,Yes,2020
27336,27,Male,African-American/Black,Milford,DE,38.9167545,-75.4376983,Gunshot,No,2020
27337,57,Male,European-American/White,Elkmont,AL,34.8824549,-87.0995218,Gunshot,No,2020
27338,50,Male,European-American/White,Oklahoma City,OK,35.4641535,-97.6012274,Gunshot,No,2020
27339,47,Male,European-American/White,Aurora,IL,41.7550172,-88.3149014,Vehicle,No,2020
27340,30,Male,Hispanic/Latino,Lubbock,TX,33.509269,-101.9018041,Gunshot,No,2020
27341,18,Male,African-American/Black,New Orleans,LA,29.9837132,-90.1049892,Vehicle,No,2020
27342,33,Male,Asian/Pacific Islander,Kailua,HI,21.4272618,-157.7556027,Gunshot,No,2020
27343,41,Male,European-American/White,Elizabethtown,NC,34.6493457,-78.5398566,Gunshot,No,2020
27344,28,Male,Hispanic/Latino,Albuquerque,NM,35.076767,-106.5774906,Gunshot,No,2020
27345,28,Male,Hispanic/Latino,Phoenix,AZ,33.4450342,-112.0751622,Gunshot,No,2020
27346,76,Male,Race unspecified,Cody,WY,44.514284,-109.094115,Gunshot,No,2020
27347,23,Male,Race unspecified,Aurora,CO,39.674895,-104.827956,Gunshot,No,2020
27348,15,Female,African-American/Black,White Springs,FL,30.318553,-82.807621,Vehicle,No,2020
27349,59,Male,European-American/White,Delta Junction,AK,63.90089,-145.2387562,Gunshot,No,2020
27350,21,Male,European-American/White,Asheboro,NC,35.615735,-79.7573713,Gunshot,No,2020
27351,54,Male,European-American/White,Gainesville,GA,34.2966729,-83.8439865,Gunshot,No,2020
27352,34,Male,European-American/White,Bismarck,MO,37.7758496,-90.6269926,Gunshot,No,2020
27353,44,Female,European-American/White,Gahanna,OH,40.0424121,-82.8226492,Vehicle,No,2020
27354,33,Male,European-American/White,Somerset,KY,37.0954109,-84.6207265,Gunshot,No,2020
27355,27,Male,Race unspecified,Baker,CA,41.1267489,-112.0254595,Gunshot,No,2020
27356,51,Male,Race unspecified,Dallas,TX,32.693296,-96.7915235,Gunshot,Yes,2020
27357,37,Male,African-American/Black,New York,NY,40.7260554,-73.9835429,Gunshot,No,2020
27358,18,Male,African-American/Black,Madison,IN,38.7378672,-85.5168229,Vehicle,No,2020
27359,42,Male,African-American/Black,Philadelphia,PA,40.0130236,-75.0821748,Gunshot,No,2020
27360,34,Male,European-American/White,Semmes,AL,30.7619546,-88.2295457,Gunshot,Unknown,2020
27361,19,Female,European-American/White,Madison,IN,38.7378672,-85.5168229,Vehicle,No,2020
27362,30,Male,European-American/White,Bismarck,ND,46.8047709,-100.8078293,Gunshot,No,2020
27363,24,Male,Hispanic/Latino,Muscoy,CA,34.1506284,-117.3507463,Gunshot,No,2020
27364,41,Male,Race unspecified,Powhatan,OH,39.8759,-80.796072,Gunshot,No,2020
27365,46,Male,African-American/Black,Birmingham,AL,33.5354257,-86.7604333,Gunshot,No,2020
27366,25,Male,Asian/Pacific Islander,Town and Country,WA,47.7215473,-117.4234522,Gunshot,No,2020
27367,40,Female,European-American/White,Clinton,MS,32.3271574,-90.3014446,Vehicle,No,2020
27368,78,Male,Race unspecified,Philadelphia,PA,40.0227677,-75.0774528,Gunshot,Yes,2020
27369,49,Male,African-American/Black,Miami Beach,FL,25.7804051,-80.1306441,Gunshot,No,2020
27370,47,Male,African-American/Black,Bainbridge,GA,30.9112012,-84.5913546,Gunshot,No,2020
27371,40,Female,European-American/White,Midway,GA,31.827735,-81.4922181,Vehicle,No,2020
27372,32,Male,European-American/White,Midway,GA,31.827735,-81.4922181,Vehicle,No,2020
27373,43,Male,European-American/White,Midway,GA,31.827735,-81.4922181,Vehicle,No,2020
27374,27,Male,European-American/White,Lubbock,TX,34.3788968,-101.7745304,Vehicle,No,2020
27375,39,Male,European-American/White,Lubbock,TX,33.69391,-101.837062,Vehicle,No,2020
27376,52,Male,European-American/White,Wheat Ridge,CO,39.7851416,-105.1126288,Gunshot,No,2020
27377,43,Male,European-American/White,New Castle,CO,39.573522,-107.469435,Gunshot,No,2020
27378,34,Female,European-American/White,Oneonta,AL,33.979818,-86.442861,Vehicle,No,2020
27379,31,Male,Hispanic/Latino,Culver City,CA,34.0129812,-118.4172496,Gunshot,No,2020
27380,19,Male,Race unspecified,Midway,GA,31.827735,-81.4922181,Vehicle,No,2020
27381,18,Male,African-American/Black,Theodore,AL,30.5593185,-88.1930948,Vehicle,No,2020
27382,27,Male,Hispanic/Latino,Upton,NY,40.8401128,-72.8878056,Vehicle,Unknown,2020
27383,33,Male,Race unspecified,Fountain,CO,38.588888,-104.670294,Vehicle,No,2020
27384,47,Male,Race unspecified,Carthage,MO,37.147435,-94.3103319,Gunshot,No,2020
27385,29,Male,African-American/Black,Gary,IN,41.5967886,-87.3682209,Gunshot,No,2020
27386,22,Male,African-American/Black,Alexander,NY,42.900792,-78.257643,Vehicle,No,2020
27387,45,Male,European-American/White,San Antonio,TX,29.2877821,-98.4039578,Gunshot,No,2020
27388,62,Male,European-American/White,West Burlington,IA,40.8218461,-91.1523028,Burned/Smoke inhalation,Unknown,2020
27389,19,Male,European-American/White,Carlsbad,CA,33.16761,-117.344314,Vehicle,No,2020
27390,42,Male,European-American/White,Carlsbad,CA,33.16761,-117.344314,Vehicle,No,2020
27391,51,Male,European-American/White,The Villages,FL,28.9816662,-82.0095684,Gunshot,No,2020
27393,19,Male,African-American/Black,West Haven,CT,41.2813978,-72.9561489,Gunshot,No,2020
27394,47,Male,African-American/Black,Lawrenceville,GA,33.9485655,-83.9853394,Gunshot,Drug or alcohol use,2020
27395,55,Male,African-American/Black,Cocoa,FL,28.358165,-80.73924,Gunshot,No,2020
27396,31,Male,European-American/White,Mulberry,FL,27.9131851,-82.0151319,Gunshot,No,2020
27397,35,Male,European-American/White,Missoula,MT,46.8849653,-114.0184514,Gunshot,No,2020
27398,32,Male,Hispanic/Latino,Fort Worth,TX,32.748534,-97.303277,Gunshot,No,2020
27399,19,Male,Hispanic/Latino,Roswell,NM,33.4412158,-104.5062484,Gunshot,No,2020
27400,48,Male,Race unspecified,Columbia,SC,34.0425453,-81.0432874,Vehicle,No,2020
27401,35,Male,European-American/White,Wausau,WI,44.9813113,-89.6508258,Gunshot,No,2020
27402,66,Male,European-American/White,Yerington,NV,39.0108004,-119.0791194,Gunshot,No,2020
27403,38,Male,European-American/White,Yuba City,CA,39.13013,-121.600807,Drowned,No,2020
27404,17,Male,European-American/White,Kilgore,TX,32.406092,-94.833497,Vehicle,No,2020
27405,64,Male,European-American/White,Lafayette,LA,30.2293727,-92.0108133,Gunshot,No,2020
27406,50,Male,European-American/White,West Jefferson,NC,36.34422,-81.531505,Gunshot,No,2020
27407,17,Male,Hispanic/Latino,Kilgore,TX,32.406092,-94.833497,Vehicle,No,2020
27408,54,Male,Race unspecified,Thorn Hill,TN,36.41302,-83.222101,Gunshot,Yes,2020
27409,39,Male,Race unspecified,Westview,FL,25.8901937,-80.2352086,Vehicle,No,2020
27410,19,Male,African-American/Black,Powder Springs,GA,33.920999,-84.7008402,Gunshot,No,2020
27411,25,Male,African-American/Black,Atlanta,GA,33.6508101,-84.3576348,Vehicle,No,2020
27413,69,Male,European-American/White,Miami,FL,25.675849,-80.361953,Vehicle,No,2020
27414,8,Male,European-American/White,Center Moriches,NY,40.8237033,-72.7813578,Other,Yes,2020
27415,21,Male,Hispanic/Latino,Tucson,AZ,32.2356868,-110.9835054,Vehicle,No,2020
27416,40,Male,African-American/Black,Southfield,MI,42.442626,-83.278571,Vehicle,No,2020
27417,42,Male,African-American/Black,Chesapeake,VA,36.7986787,-76.2766986,Gunshot,No,2020
27418,69,Male,European-American/White,Honolulu,HI,21.2599624,-157.8174497,Burned/Smoke inhalation,No,2020
27419,43,Male,European-American/White,Sebring,FL,27.4201088,-81.5095152,Gunshot,No,2020
27420,16,Male,European-American/White,Metairie,LA,30.0072633,-90.2270693,Tasered,Unknown,2020
27421,34,Male,European-American/White,Redwood Valley,CA,39.2943581,-123.3421197,Gunshot,Yes,2020
27422,39,Male,European-American/White,Matawan,NJ,40.4100452,-74.2323078,Gunshot,No,2020
27423,33,Male,European-American/White,Plainfield,IL,41.586432,-88.165471,Vehicle,No,2020
27424,58,Male,European-American/White,Fresno,CA,36.832998,-119.970517,Vehicle,No,2020
27425,41,Male,European-American/White,Sedona,AZ,34.8575044,-111.7662181,Gunshot,Unknown,2020
27426,57,Male,European-American/White,Waterbury,CT,41.545029,-72.995054,Gunshot,No,2020
27427,39,Male,European-American/White,Lafayette,IN,40.4024704,-86.8710088,Gunshot,No,2020
27428,31,Male,Hispanic/Latino,Fountain Valley,CA,33.7142294,-117.9500168,Gunshot,No,2020
27429,38,Male,Hispanic/Latino,South River,VA,37.8284078,-79.3374087,Other,No,2020
27430,47,Male,Race unspecified,Levittown,PA,40.173793,-74.8294663,Gunshot,No,2020
27431,58,Female,Native American/Alaskan,Berkeley,CA,37.8683069,-122.2976882,Vehicle,No,2020
27432,20,Male,African-American/Black,Jacksonville,FL,30.4417514,-81.6595399,Gunshot,No,2020
27433,23,Male,African-American/Black,Denton,TX,33.1986227,-97.1318469,Gunshot,Unknown,2020
27434,30,Male,African-American/Black,Owings Mills,MD,39.430344,-76.7923069,Tasered,Unknown,2020
27435,28,Male,African-American/Black,St. Petersburg,FL,27.796448,-82.661615,Vehicle,No,2020
27436,33,Male,African-American/Black,St. Petersburg,FL,27.796448,-82.661615,Vehicle,No,2020
27437,66,Female,African-American/Black,Foley,AL,30.4359824,-87.7424387,Vehicle,No,2020
27438,60,Male,Asian/Pacific Islander,Lacey,WA,47.0380778,-122.7680913,Gunshot,No,2020
27439,24,Male,European-American/White,Atkins,AR,35.2174689,-92.9300458,Gunshot,No,2020
27440,32,Male,European-American/White,Appleton,WI,44.2130913,-88.429427,Gunshot,No,2020
27441,27,Male,European-American/White,Diamond Bar,CA,34.0395753,-117.800246,Vehicle,Drug or alcohol use,2020
27443,35,Male,European-American/White,Moore,OK,35.3633242,-97.5018928,Gunshot,No,2020
27444,40,Male,European-American/White,Arvada,CO,39.7981855,-105.0680561,Gunshot,No,2020
27445,37,Male,Hispanic/Latino,Mesa,AZ,33.3931528,-111.848659,Gunshot,No,2020
27446,32,Male,African-American/Black,Bloomingdale,NJ,41.006357,-74.3314872,Gunshot,No,2020
27447,32,Male,African-American/Black,Atlanta,GA,33.7515304,-84.343526,Gunshot,No,2020
27448,22,Male,African-American/Black,Savannah,GA,32.0568844,-81.0889342,Gunshot,No,2020
27449,29,Male,African-American/Black,St. Petersburg,FL,27.748346,-82.6825749,Gunshot,No,2020
27450,26,Male,European-American/White,Lakes,AK,61.5979648,-149.269317,Gunshot,No,2020
27451,54,Female,European-American/White,Spartanburg,SC,34.9466729,-81.9401657,Vehicle,No,2020
27452,30,Male,European-American/White,Paris,TX,33.6572053,-95.5545593,Gunshot,No,2020
27453,30,Male,Race unspecified,San Mateo,CA,37.586361,-122.32963,Vehicle,No,2020
27454,51,Female,African-American/Black,Lisle,IL,41.8009287,-88.0827862,Gunshot,No,2020
27455,27,Male,European-American/White,San Angelo,TX,31.4625951,-100.4605777,Gunshot,No,2020
27456,35,Female,European-American/White,Coden,AL,30.3773671,-88.1594384,Gunshot,Yes,2020
27457,31,Male,Hispanic/Latino,San Diego,CA,32.7359363,-117.0797002,Gunshot,No,2020
27458,34,Male,African-American/Black,Columbus,OH,39.9887726,-83.0257486,Gunshot,No,2020
27459,41,Male,African-American/Black,Milwaukee,WI,43.0431641,-87.9243877,Vehicle,No,2020
27460,19,Male,African-American/Black,Aurora,CO,39.7529168,-104.7880198,Gunshot,No,2020
27461,26,Female,Hispanic/Latino,Dodge City,KS,37.7542248,-100.0512646,Vehicle,No,2020
27462,18,Male,European-American/White,Stroudsburg,PA,40.9527896,-75.2385236,Vehicle,No,2020
27465,70,Male,Race unspecified,Cleveland,OH,41.4928842,-81.7096955,Gunshot,No,2020
27466,30,Male,Race unspecified,Cleveland,OH,41.4928842,-81.7096955,Gunshot,No,2020
27467,22,Male,African-American/Black,Barnwell,SC,33.2357953,-81.3904699,Gunshot,No,2020
27468,32,Male,African-American/Black,Charlotte,NC,35.2965148,-80.8265117,Gunshot,No,2020
27469,43,Male,African-American/Black,Marlow Heights,MD,38.8156111,-76.962768,Gunshot,Drug or alcohol use,2020
27470,32,Male,European-American/White,Chandler,AZ,33.3058357,-111.9685063,Gunshot,No,2020
27471,33,Female,European-American/White,Fayetteville,AR,36.1129581,-94.1632489,Vehicle,Unknown,2020
27472,43,Male,European-American/White,Lexington Park,MD,38.2131963,-76.4037076,Gunshot,Yes,2020
27473,20,Male,African-American/Black,Graham,NC,36.077681,-79.386217,Gunshot,No,2020
27474,24,Male,African-American/Black,Dallas,TX,32.8440978,-96.8229876,Gunshot,No,2020
27475,27,Male,European-American/White,Scottsdale,AZ,33.4886967,-111.9229987,Gunshot,Unknown,2020
27476,37,Male,European-American/White,Dorton,KY,37.234688,-82.566764,Gunshot,No,2020
27477,39,Male,Hispanic/Latino,Tucson,AZ,32.1630482,-111.0973172,Gunshot,No,2020
27481,26,Male,African-American/Black,Chicago,IL,41.8811438,-87.7258685,Gunshot,No,2020
27482,41,Male,European-American/White,Hockingport,OH,39.1908953,-81.7444669,Gunshot,No,2020
27483,18,Male,Hispanic/Latino,Albuquerque,NM,35.0532875,-106.722402,Vehicle,No,2020
27484,30,Male,Hispanic/Latino,El Paso,TX,31.7542526,-106.4913659,Vehicle,No,2020
27485,17,Female,Race unspecified,Albuquerque,NM,35.0532875,-106.722402,Vehicle,No,2020
27486,27,Male,Race unspecified,Fresno,CA,36.770222,-119.81537,Gunshot,No,2020
27487,32,Male,Race unspecified,Kasilof,AK,60.3006175,-151.2830363,Gunshot,No,2020
27488,52,Male,African-American/Black,Raleigh,NC,35.861627,-78.69937,Gunshot,No,2020
27489,34,Male,European-American/White,Deposit,NY,42.0997813,-75.3846264,Gunshot,Yes,2020
27490,25,Male,Hispanic/Latino,Carlsbad,NM,32.4133689,-104.231672,Vehicle,No,2020
27491,29,Male,Race unspecified,Kansas CIty,MO,39.0030368,-94.5473147,Gunshot,Drug or alcohol use,2020
27492,15,Male,Race unspecified,Columbus,OH,39.9715681,-82.9129239,Gunshot,No,2020
27495,53,Male,African-American/Black,Gulfport,MS,30.3831645,-89.0536252,Gunshot,No,2020
27496,29,Male,African-American/Black,Kansas City,MO,39.0796525,-94.5279393,Vehicle,No,2020
27497,41,Male,African-American/Black,Fort Myers,FL,26.6148841,-81.8623464,Gunshot,No,2020
27498,24,Male,European-American/White,Spring Hill,FL,28.5014494,-82.4869593,Gunshot,No,2020
27500,17,Male,African-American/Black,Wauwatosa,WI,43.0638353,-88.0445613,Gunshot,No,2020
27501,44,Male,European-American/White,Minot,ME,44.0890778,-70.3328574,Gunshot,Yes,2020
27502,63,Male,Race unspecified,Yuma,AZ,32.743007,-114.487475,Gunshot,No,2020
27503,56,Male,African-American/Black,Salt Lake City,UT,40.6964705,-111.820481,Gunshot,No,2020
27504,41,Male,Race unspecified,Pittsburgh,PA,40.3800031,-79.936054,Gunshot,No,2020
27505,29,Female,Race unspecified,Riverdale,IL,41.644443,-87.660985,Vehicle,No,2020
27506,24,Male,African-American/Black,Milwaukee,WI,43.1047683,-87.9466386,Gunshot,No,2020
27507,26,Male,African-American/Black,Home Garden,CA,36.3008842,-119.6314258,Gunshot,No,2020
27508,41,Male,European-American/White,Igo,CA,40.4897744,-122.5500892,Gunshot,Yes,2020
27509,41,Male,European-American/White,Columbia,MO,39.0079169,-92.3504543,Gunshot,No,2020
27510,33,Male,European-American/White,Allen,OK,34.8747206,-96.4184723,Gunshot,No,2020
27511,33,Male,Hispanic/Latino,Topeka,KS,39.057721,-95.665969,Gunshot,No,2020
27513,39,Male,Race unspecified,Conway,AR,35.0927604,-92.4003417,Tasered,No,2020
27514,28,Male,African-American/Black,Palm City,FL,27.13423,-80.357778,Gunshot,No,2020
27515,56,Male,European-American/White,Reno,NV,39.5472526,-119.8002752,Gunshot,No,2020
27516,24,Male,Race unspecified,Pittsburg,CA,38.019836,-121.941996,Drowned,No,2020
27517,37,Male,European-American/White,Port Charlotte,FL,27.0127833,-82.144196,Gunshot,No,2020
27518,23,Male,European-American/White,Peculiar,MO,38.7399358,-94.476032,Vehicle,No,2020
27519,17,Male,Race unspecified,Bell Gardens,CA,33.9598681,-118.1654578,Gunshot,No,2020
27520,41,Male,European-American/White,Chestnut Hill,MA,42.3234019,-71.1639176,Gunshot,No,2020
27521,38,Male,European-American/White,Sapulpa,OK,35.9780794,-96.1110292,Gunshot,Yes,2020
27522,58,Male,European-American/White,Mishawaka,IN,41.6802942,-86.157755,Vehicle,No,2020
27523,23,Male,European-American/White,Hampton,VA,37.015836,-76.32691,Vehicle,No,2020
27524,37,Male,Race unspecified,Kansas City,MO,39.103318,-94.5460442,Gunshot,No,2020
27525,46,Male,European-American/White,Cuba,MO,38.0664739,-91.3932832,Gunshot,No,2020
27526,67,Male,European-American/White,Birmingham,AL,33.491825,-86.698149,Gunshot,No,2020
27527,42,Male,HIspanic/Latino,Toledo,OH,41.6277709,-83.6139894,Vehicle,No,2020
27528,28,Male,African-American/Black,Atlanta,GA,33.759906,-84.3839788,Gunshot,No,2020
27529,31,Male,African-American/Black,Chicago,IL,41.9472385,-87.6692155,Gunshot,No,2020
27530,40,Female,African-American/Black,Chicago,IL,41.8773215,-87.7060141,Vehicle,No,2020
27531,47,Male,European-American/White,Byron,GA,32.6473667,-83.7211381,Gunshot,No,2020
27532,48,Male,European-American/White,Saginaw,MI,43.42622,-83.9347356,Gunshot,No,2020
27533,45,Male,European-American/White,Kennewick,WA,46.2168182,-119.1261474,Gunshot,No,2020
27534,57,Male,European-American/White,Kingman,AZ,35.2361908,-114.0007155,Gunshot,No,2020
27535,50,Female,European-American/White,Kingman,AZ,35.2361908,-114.0007155,Gunshot,No,2020
27536,38,Female,European-American/White,Big Cypress,FL,25.8768713,-81.2299911,Vehicle,No,2020
27537,32,Female,European-American/White,Yorkville,WI,42.7388097,-88.0274826,Vehicle,No,2020
27538,42,Male,Hispanic/Latino,Big Cypress,FL,25.8768713,-81.2299911,Vehicle,No,2020
27539,10,Male,Hispanic/Latino,Moab,UT,38.5732942,-109.5507758,Vehicle,No,2020
27540,45,Male,Hispanic/Latino,Moab,UT,38.5732942,-109.5507758,Vehicle,No,2020
27541,23,Male,Race unspecified,Orlando,FL,28.5665628,-81.2154783,Gunshot,Unknown,2020
27542,33,Male,African-American/Black,Dallas,TX,32.859174,-96.7481865,Gunshot,No,2020
27543,40,Male,African-American/Black,Forrest City,AR,35.028145,-90.7935528,Gunshot,No,2020
27544,30,Male,African-American/Black,Douglas,GA,31.4873665,-82.8591195,Vehicle,No,2020
27545,35,Male,European-American/White,Albertville,AL,34.2205062,-86.2781876,Gunshot,No,2020
27546,40,Male,European-American/White,Lafayette,LA,30.1791655,-92.0258065,Gunshot,No,2020
27547,62,Male,African-American/Black,Akron,OH,41.0392332,-81.5701976,Gunshot,No,2020
27548,19,Male,European-American/White,Camillus,NY,43.0383576,-76.273016,Gunshot,No,2020
27550,60,Male,Race unspecified,Custer,SD,43.7649498,-103.604842,Gunshot,No,2020
27551,28,Male,African-American/Black,Vallejo,CA,38.085612,-122.209965,Vehicle,No,2020
27552,33,Male,European-American/White,Baltimore,MD,39.3305514,-76.5329592,Gunshot,No,2020
27553,30,Male,European-American/White,Arlington,TX,32.7635731,-97.0625942,Gunshot,No,2020
27554,19,Male,Hispanic/Latino,Amarillo,TX,35.2274173,-101.8287049,Gunshot,No,2020
27555,51,Male,Native American/Alaskan,Virginia Beach,VA,36.776002,-75.9904576,Gunshot,No,2020
27556,25,Male,European-American/White,Dickinson,ND,46.8820217,-102.7855299,Gunshot,No,2020
27557,42,Male,European-American/White,Bossier City,LA,32.4649609,-93.6735742,Gunshot,No,2020
27558,41,Male,European-American/White,Salt Lake City,UT,40.7632228,-111.8781794,Gunshot,No,2020
27559,37,Male,Race unspecified,Sparks,NV,39.5333528,-119.7152785,Gunshot,No,2020
27561,24,Male,African-American/Black,Martinsburg,WV,39.584339,-77.83202,Vehicle,No,2020
27562,63,Male,European-American/White,Commerce City,CO,39.8852577,-104.8234058,Gunshot,No,2020
27563,44,Male,European-American/White,Shreveport ,LA,32.407536,-93.8284159,Vehicle,No,2020
