,State,Station Name (LEA),NSN,Item Name,Quantity,UI,Acquisition Value,DEMIL Code,DEMIL IC,Ship Date,Station Type,federal_supply_class,year
114686,TN,GREENBRIER POLICE DEPT,6625-01-266-3494,MULTIMETER,1,Each,392.53,A,1.0,2020-04-02 00:00:00.000,State,6625,2020
114687,TN,GREENBRIER POLICE DEPT,2815-01-539-5367,"ENGINE,DIESEL",1,Each,17419.0,A,1.0,2020-04-02 00:00:00.000,State,2815,2020
114688,TN,GREENBRIER POLICE DEPT,7240-00-177-6154,"SPOUT,CAN,FLEXIBLE",50,Each,11.4,A,1.0,2019-12-11 00:00:00.000,State,7240,2019
114689,TN,GREENBRIER POLICE DEPT,2815-01-419-8704,"ENGINE,DIESEL",1,Each,5703.0,A,1.0,2019-12-21 00:00:00.000,State,2815,2019
114695,TN,GREENBRIER POLICE DEPT,1240-01-495-1385,"SIGHT,REFLEX",2,Each,401.0,D,1.0,2014-11-21 00:00:00.000,State,1240,2014
114696,TN,GREENBRIER POLICE DEPT,1095-01-526-7860,"FIRING DEVICE,NON-LETHAL",4,Each,1079.0,D,1.0,2015-04-02 00:00:00.000,State,1095,2015
114697,TN,GREENBRIER POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",10,Each,321.0,D,1.0,2015-04-29 00:15:31.999,State,1240,2015
114698,TN,GREENBRIER POLICE DEPT,2815-01-374-7539,"ENGINE,DIESEL",1,Each,32961.0,A,1.0,2019-12-23 00:00:00.000,State,2815,2019
114707,TN,GREENE COUNTY SHERIFF'S DEPT,2320-01-041-2418,"TRUCK,SERVICING PLATFORM",1,Each,165125.0,A,1.0,2019-11-20 00:00:00.000,State,2320,2019
114708,TN,GREENE COUNTY SHERIFF'S DEPT,6220-01-476-8584,"LIGHT,WARNING",2,Each,14.38,A,1.0,2019-08-10 00:00:00.000,State,6220,2019
114709,TN,GREENE COUNTY SHERIFF'S DEPT,2320-01-125-2640,TRUCK TRACTOR,1,Each,57454.0,A,1.0,2019-08-13 00:00:00.000,State,2320,2019
114710,TN,GREENE COUNTY SHERIFF'S DEPT,4240-01-659-6380,"LANYARD,SAFETY,INDUSTRIAL",3,Each,98.59,A,1.0,2019-07-24 00:00:00.000,State,4240,2019
114711,TN,GREENE COUNTY SHERIFF'S DEPT,6515-DS-MED-SUPB,MEDICAL SUPPLIES,7,Box,50.0,A,,2019-11-05 00:00:00.000,State,6515,2019
114712,TN,GREENE COUNTY SHERIFF'S DEPT,4240-01-659-6380,"LANYARD,SAFETY,INDUSTRIAL",5,Each,98.59,A,1.0,2019-07-24 00:00:00.000,State,4240,2019
114713,TN,GREENE COUNTY SHERIFF'S DEPT,8465-01-524-7632,MEDIC SET          ,12,Each,172.39,A,1.0,2019-11-05 00:00:00.000,State,8465,2019
114714,TN,GREENE COUNTY SHERIFF'S DEPT,5120-01-437-3697,"SCREWDRIVER ATTACHMENT,SOCKET WRENCH",5,Each,49.92,A,1.0,2019-11-05 00:00:00.000,State,5120,2019
114715,TN,GREENE COUNTY SHERIFF'S DEPT,6230-01-584-9774,"FLOODLIGHT,ELECTRIC",1,Each,175.0,A,1.0,2019-11-05 00:00:00.000,State,6230,2019
114716,TN,GREENE COUNTY SHERIFF'S DEPT,6730-DS-OVE-RHEA,OVERHEAD PROJECTOR,1,Each,2219.0,A,,2019-11-05 00:00:00.000,State,6730,2019
114717,TN,GREENE COUNTY SHERIFF'S DEPT,7910-01-091-8959,"PAD,FLOOR POLISHING MACHINE",1,Box,21.41,A,1.0,2019-10-29 00:00:00.000,State,7910,2019
114718,TN,GREENE COUNTY SHERIFF'S DEPT,8465-01-328-8268,"GOGGLES,SUN,WIND AND DUST",24,Pair,26.73,A,1.0,2020-01-07 00:00:00.000,State,8465,2020
114719,TN,GREENE COUNTY SHERIFF'S DEPT,9930-01-331-6244,"POUCH,HUMAN REMAINS",16,Each,44.28,A,1.0,2019-11-05 00:00:00.000,State,9930,2019
114720,TN,GREENE COUNTY SHERIFF'S DEPT,3920-DS-PAL-LETJ,PALLET JACK,1,Each,1200.0,A,,2019-11-05 00:00:00.000,State,3920,2019
114721,TN,GREENE COUNTY SHERIFF'S DEPT,5306-01-577-4475,"BOLT,EYE",12,Each,4.47,A,1.0,2019-08-09 00:00:00.000,State,5306,2019
114722,TN,GREENE COUNTY SHERIFF'S DEPT,5340-01-325-6828,"STRAP,WEBBING",10,Each,3.89,A,,2019-08-15 00:00:00.000,State,5340,2019
114723,TN,GREENE COUNTY SHERIFF'S DEPT,5180-01-548-7634,"TOOL KIT,GENERAL MECHANICS",1,Set,1762.0,A,1.0,2019-09-20 00:00:00.000,State,5180,2019
114724,TN,GREENE COUNTY SHERIFF'S DEPT,2310-DS-VAN-0000,VAN,1,Each,23406.75,A,,2019-10-24 00:00:00.000,State,2310,2019
114725,TN,GREENE COUNTY SHERIFF'S DEPT,5340-01-475-6516,"LOCK,ELECTROMAGNETIC",2,Each,11149.87,Q,3.0,2016-03-22 00:00:00.000,State,5340,2016
114726,TN,GREENE COUNTY SHERIFF'S DEPT,2355-01-553-4634,MINE RESISTANT VEHICLE,1,Each,658000.0,C,1.0,2016-10-26 00:00:00.000,State,2355,2016
114727,TN,GREENE COUNTY SHERIFF'S DEPT,6720-01-561-2935,"CAMERA SYSTEM,DIGITAL",3,Each,100.0,Q,3.0,2017-06-01 00:00:00.000,State,6720,2017
114728,TN,GREENE COUNTY SHERIFF'S DEPT,2310-01-654-4105,"UTILITY VEHICLE,OFF ROAD",1,Each,31905.14,C,7.0,2018-07-06 00:00:00.000,State,2310,2018
114729,TN,GREENE COUNTY SHERIFF'S DEPT,4230-01-346-3122,DECONTAMINATING APPARATUS,1,Each,23121.0,Q,3.0,2019-02-06 00:00:00.000,State,4230,2019
114730,TN,GREENE COUNTY SHERIFF'S DEPT,3915-DS-MAT-FEED,MATERIALS FEEDERS,1,Each,15500.0,A,,2019-05-30 00:00:00.000,State,3915,2019
114731,TN,GREENE COUNTY SHERIFF'S DEPT,2330-DS-TRA-ILE1,TRAILER,1,Each,4000.0,A,,2019-05-10 00:00:00.000,State,2330,2019
114732,TN,GREENE COUNTY SHERIFF'S DEPT,2330-DS-TRA-ILE1,TRAILER,1,Each,4000.0,A,,2019-05-10 00:00:00.000,State,2330,2019
114733,TN,GREENE COUNTY SHERIFF'S DEPT,5998-00-246-9616,"HOLDER,ELECTRICAL CARD",2,Each,152.25,A,1.0,2019-10-21 00:00:00.000,State,5998,2019
114734,TN,GREENE COUNTY SHERIFF'S DEPT,5120-01-604-4892,"HAMMER,HAND",1,Each,38.66,A,1.0,2019-10-29 00:00:00.000,State,5120,2019
114735,TN,GREENE COUNTY SHERIFF'S DEPT,6545-01-584-1582,"FIRST AID KIT,INDIVIDUAL",7,Kit,103.24,A,1.0,2019-10-29 00:00:00.000,State,6545,2019
114736,TN,GREENE COUNTY SHERIFF'S DEPT,4240-DS-SAF-ERES,SAFETY AND RESCUE EQUIPMENT,3,Each,35.96,A,,2020-01-07 00:00:00.000,State,4240,2020
114737,TN,GREENE COUNTY SHERIFF'S DEPT,4940-DS-MSC-REPE,MISC MAINTENANCE AND REPAIR SHOP,1,Each,450.0,A,,2019-11-05 00:00:00.000,State,4940,2019
114738,TN,GREENE COUNTY SHERIFF'S DEPT,2310-01-051-6506,"BUS,MOTOR",1,Each,31765.0,A,1.0,2019-10-31 00:00:00.000,State,2310,2019
114739,TN,GREENE COUNTY SHERIFF'S DEPT,2320-DS-TRU-CK00,TRUCKS AND TRUCK TRACTORS,1,Each,50000.0,A,,2019-12-05 00:00:00.000,State,2320,2019
114740,TN,GREENE COUNTY SHERIFF'S DEPT,3750-DS-LAN-DSCP,GARDENING IMPLEMENTS AND TOOLS,1,Each,1000.0,A,,2019-10-22 00:00:00.000,State,3750,2019
114741,TN,GREENE COUNTY SHERIFF'S DEPT,2340-DS-CAR-T000,"CART, MOTORIZED",1,Each,68000.0,A,,2019-10-16 00:00:00.000,State,2340,2019
114742,TN,GREENE COUNTY SHERIFF'S DEPT,2340-DS-CAR-T000,"CART, MOTORIZED",1,Each,6800.0,A,,2019-10-16 00:00:00.000,State,2340,2019
114743,TN,GREENE COUNTY SHERIFF'S DEPT,8465-01-519-5239,"POUCH,UTIL,MISC,KH ",47,Each,13.15,A,1.0,2020-01-07 00:00:00.000,State,8465,2020
114744,TN,GREENE COUNTY SHERIFF'S DEPT,6130-01-495-2839,"CHARGER,BATTERY",2,Each,2411.0,A,1.0,2020-01-07 00:00:00.000,State,6130,2020
114745,TN,GREENE COUNTY SHERIFF'S DEPT,5110-00-813-1286,"MACHETE,RIGID HANDLE",25,Each,19.25,A,1.0,2020-01-07 00:00:00.000,State,5110,2020
114746,TN,GREENE COUNTY SHERIFF'S DEPT,4120-DS-AIR-COND,AIR CONDITIONER,1,Each,2000.0,A,,2019-11-05 00:00:00.000,State,4120,2019
114747,TN,GREENE COUNTY SHERIFF'S DEPT,3990-00-171-9774,"BINDER,LOAD",1,Each,52.53,A,1.0,2019-11-05 00:00:00.000,State,3990,2019
114748,TN,GREENE COUNTY SHERIFF'S DEPT,6515-01-504-6091,RESCUE WRAP        ,2,Each,1345.95,A,1.0,2019-11-05 00:00:00.000,State,6515,2019
114749,TN,GREENE COUNTY SHERIFF'S DEPT,7025-DS-PRI-NT05,PRINTER,2,Each,400.0,A,,2020-01-07 00:00:00.000,State,7025,2020
114750,TN,GREENE COUNTY SHERIFF'S DEPT,7510-00-161-5675,"CRAYON,MARKING",2,Dozen,21.85,A,1.0,2019-11-05 00:00:00.000,State,7510,2019
114751,TN,GREENE COUNTY SHERIFF'S DEPT,8415-00-634-5027,"GLOVES,MENS AND WOMENS",5,Package,40.85,A,1.0,2019-11-05 00:00:00.000,State,8415,2019
114752,TN,GREENE COUNTY SHERIFF'S DEPT,8465-01-580-1556,"FIELD PACK,LARGE,SET",31,Set,232.8,A,1.0,2020-01-07 00:00:00.000,State,8465,2020
114753,TN,GREENE COUNTY SHERIFF'S DEPT,6510-01-522-2846,"BANDAGE,ADHESIVE",2,Package,39.8,A,1.0,2019-11-05 00:00:00.000,State,6510,2019
114754,TN,GREENE COUNTY SHERIFF'S DEPT,7025-DS-KEY-BOA3,KEYBOARD,20,Each,22.73,A,,2019-11-05 00:00:00.000,State,7025,2019
114755,TN,GREENE COUNTY SHERIFF'S DEPT,2330-00-233-2493,"SEMITRAILER,VAN",1,Each,12942.0,Q,6.0,2019-10-24 00:00:00.000,State,2330,2019
114756,TN,GREENE COUNTY SHERIFF'S DEPT,4240-01-659-6380,"LANYARD,SAFETY,INDUSTRIAL",5,Each,98.59,A,1.0,2019-07-24 00:00:00.000,State,4240,2019
114757,TN,GREENE COUNTY SHERIFF'S DEPT,3431-01-498-4423,"WELDING SHOP,MARINE CORPS TACTICAL",1,Each,42958.0,A,1.0,2019-11-05 00:00:00.000,State,3431,2019
114758,TN,GREENE COUNTY SHERIFF'S DEPT,5130-DS-TOO-L000,"HAND TOOLS, POWER DRIVEN",4,Each,50.0,A,,2019-11-05 00:00:00.000,State,5130,2019
114759,TN,GREENE COUNTY SHERIFF'S DEPT,6530-01-265-3583,"EXTRACTION DEVICE,SPINE SPLINT ASSEMBLY",6,Each,329.31,A,1.0,2019-11-05 00:00:00.000,State,6530,2019
114760,TN,GREENE COUNTY SHERIFF'S DEPT,5130-DS-DRI-LL02,"DRILL, POWER",1,Each,100.0,A,,2019-11-05 00:00:00.000,State,5130,2019
114761,TN,GREENE COUNTY SHERIFF'S DEPT,6130-01-495-2839,"CHARGER,BATTERY",3,Each,2411.0,A,1.0,2019-11-05 00:00:00.000,State,6130,2019
114762,TN,GREENE COUNTY SHERIFF'S DEPT,6532-01-153-6517,GOWN ISOLATION DISP,2,Package,120.59,A,1.0,2019-11-05 00:00:00.000,State,6532,2019
114763,TN,GREENE COUNTY SHERIFF'S DEPT,2310-DS-VAN-0000,VAN,1,Each,18545.0,A,,2020-01-15 00:00:00.000,State,2310,2020
114764,TN,GREENE COUNTY SHERIFF'S DEPT,8115-01-557-2545,"CASE,DISPLAY,PORTABLE",6,Each,144.83,A,1.0,2019-11-05 00:00:00.000,State,8115,2019
114765,TN,GREENE COUNTY SHERIFF'S DEPT,5120-00-222-8852,"SCREWDRIVER,FLAT TIP",20,Each,3.84,A,1.0,2019-11-05 00:00:00.000,State,5120,2019
114766,TN,GREENE COUNTY SHERIFF'S DEPT,7210-01-598-0225,"TOWEL,BATH",50,Each,2.77,A,1.0,2019-10-29 00:00:00.000,State,7210,2019
114767,TN,GREENE COUNTY SHERIFF'S DEPT,7105-00-935-0422,"COT,FOLDING",10,Each,85.3,A,1.0,2019-10-29 00:00:00.000,State,7105,2019
114768,TN,GREENE COUNTY SHERIFF'S DEPT,5130-DS-DRI-LL02,"DRILL, POWER",1,Each,350.0,A,,2019-10-30 00:00:00.000,State,5130,2019
114769,TN,GREENE COUNTY SHERIFF'S DEPT,8415-01-530-0104,"TRUNKS,UTILITY",70,Pair,11.07,A,1.0,2019-10-30 00:00:00.000,State,8415,2019
114770,TN,GREENE COUNTY SHERIFF'S DEPT,5120-01-604-3526,"SOCKET,SOCKET WRENCH",1,Each,26.16,A,1.0,2019-10-29 00:00:00.000,State,5120,2019
114771,TN,GREENE COUNTY SHERIFF'S DEPT,5140-DS-TOO-LBOX,TOOLBOX,1,Each,85.0,A,,2019-11-05 00:00:00.000,State,5140,2019
114772,TN,GREENE COUNTY SHERIFF'S DEPT,8415-01-538-7795,"UNDERSHIRT,COLD WEATHER",58,Each,17.88,A,1.0,2020-01-07 00:00:00.000,State,8415,2020
114773,TN,GREENE COUNTY SHERIFF'S DEPT,6532-01-459-0428,"RESPIRATOR,AIR FILT",4,Package,36.86,A,1.0,2020-01-07 00:00:00.000,State,6532,2020
114774,TN,GREENE COUNTY SHERIFF'S DEPT,8415-01-576-9744,BELT RIGGERS FR    ,14,Each,11.26,A,1.0,2020-01-07 00:00:00.000,State,8415,2020
114775,TN,GREENE COUNTY SHERIFF'S DEPT,6105-DS-MOT-OR00,"MOTORS, ELECTRICAL",5,Each,500.0,A,,2020-01-07 00:00:00.000,State,6105,2020
114776,TN,GREENE COUNTY SHERIFF'S DEPT,5120-00-926-5175,"BRUSH,BATTERY TERMINAL",20,Each,5.93,A,1.0,2019-11-05 00:00:00.000,State,5120,2019
114777,TN,GREENE COUNTY SHERIFF'S DEPT,2320-01-179-0669,"TRUCK,WRECKER",1,Each,195050.0,A,1.0,2019-10-22 00:00:00.000,State,2320,2019
114778,TN,GREENE COUNTY SHERIFF'S DEPT,4940-01-114-6831,"SERVICING PLATFORM,SELF-PROPELLED",1,Each,117155.53,A,,2019-11-07 00:00:00.000,State,4940,2019
114779,TN,GREENE COUNTY SHERIFF'S DEPT,5110-00-541-6730,"CUTTER,CABLE,HAND OPERATED",2,Each,193.99,A,1.0,2019-11-05 00:00:00.000,State,5110,2019
114780,TN,GREENE COUNTY SHERIFF'S DEPT,4240-00-052-3776,"GOGGLES,INDUSTRIAL",20,Pair,2.99,A,1.0,2019-11-05 00:00:00.000,State,4240,2019
114781,TN,GREENE COUNTY SHERIFF'S DEPT,8115-DS-CAS-E003,CASE,70,Each,15.0,A,,2019-11-05 00:00:00.000,State,8115,2019
114782,TN,GREENE COUNTY SHERIFF'S DEPT,6230-01-242-2016,"LIGHT SET,GENERAL ILLUMINATION",2,Set,879.25,A,1.0,2019-10-30 00:00:00.000,State,6230,2019
114783,TN,GREENE COUNTY SHERIFF'S DEPT,4930-01-263-9735,"LUBRICATING GUN,HAND",10,Each,69.18,A,1.0,2019-10-30 00:00:00.000,State,4930,2019
114784,TN,GREENE COUNTY SHERIFF'S DEPT,8340-00-577-5838,TARPAULIN,5,Each,290.5,A,1.0,2020-01-07 00:00:00.000,State,8340,2020
114785,TN,GREENE COUNTY SHERIFF'S DEPT,6115-01-317-2136,"GENERATOR SET,DIESEL ENGINE,TRAILER MOUNTED",1,Each,28521.0,A,1.0,2019-07-09 00:00:00.000,State,6115,2019
114786,TN,GREENE COUNTY SHERIFF'S DEPT,2320-DS-TRU-CK00,TRUCKS AND TRUCK TRACTORS,1,Each,37409.0,A,,2019-09-24 00:00:00.000,State,2320,2019
114787,TN,GREENE COUNTY SHERIFF'S DEPT,5120-00-944-4268,"PULLER,MECHANICAL",8,Each,18.52,A,1.0,2020-01-07 00:00:00.000,State,5120,2020
114788,TN,GREENE COUNTY SHERIFF'S DEPT,6515-01-666-4459,"MASK,SURGICAL",2,Case,210.79,A,1.0,2020-01-07 00:00:00.000,State,6515,2020
114789,TN,GREENE COUNTY SHERIFF'S DEPT,7910-DS-VAC-UUM1,VACUUM,3,Each,100.0,A,,2020-01-07 00:00:00.000,State,7910,2020
114790,TN,GREENE COUNTY SHERIFF'S DEPT,3930-DS-FOR-KLIF,FORKLIFT,1,Each,137876.0,A,,2019-07-25 00:00:00.000,State,3930,2019
114791,TN,GREENE COUNTY SHERIFF'S DEPT,5180-01-483-0249,"TOOL KIT,GENERAL MECHANICS",2,Set,1780.0,A,1.0,2020-01-07 00:00:00.000,State,5180,2020
114792,TN,GREENE COUNTY SHERIFF'S DEPT,3805-DS-EAR-THMO,EARTH MOVING AND EXCAVATING EQUIPMENT,1,Each,64030.26,A,,2019-11-20 00:00:00.000,State,3805,2019
114793,TN,GREENE COUNTY SHERIFF'S DEPT,6115-DS-GEN-ERA1,"GENERATORS AND GENERATOR SETS, ELECTRICA",1,Each,22198.45,A,,2019-09-26 00:00:00.000,State,6115,2019
114794,TN,GREENE COUNTY SHERIFF'S DEPT,2320-DS-VAN-0001,"VAN, COMMERCIAL",1,Each,89425.0,A,,2019-10-22 00:00:00.000,State,2320,2019
114795,TN,GREENE COUNTY SHERIFF'S DEPT,3920-DS-DOL-LY00,HAND DOLLY,2,Each,125.0,A,,2019-10-29 00:00:00.000,State,3920,2019
114796,TN,GREENE COUNTY SHERIFF'S DEPT,8415-01-644-4838,"GLOVES,MEN'S AND WOMEN'S",50,Pair,27.86,A,1.0,2019-10-29 00:00:00.000,State,8415,2019
114797,TN,GREENE COUNTY SHERIFF'S DEPT,8340-00-470-2341,TENT,3,Each,2284.49,A,1.0,2019-10-30 00:00:00.000,State,8340,2019
114798,TN,GREENE COUNTY SHERIFF'S DEPT,5120-01-649-0137,"JACK,HYDRAULIC,HAND",1,Each,1002.92,A,1.0,2019-10-30 00:00:00.000,State,5120,2019
114799,TN,GREENE COUNTY SHERIFF'S DEPT,8415-01-310-7337,"GLOVES,MENS AND WOMENS",50,Pair,16.91,A,1.0,2019-11-05 00:00:00.000,State,8415,2019
114800,TN,GREENE COUNTY SHERIFF'S DEPT,8140-00-960-1699,"CHEST,AMMUNITION",10,Each,11.1,A,1.0,2019-10-29 00:00:00.000,State,8140,2019
114801,TN,GREENE COUNTY SHERIFF'S DEPT,7920-01-448-0218,"MOPHEAD,TWIST WRING",4,Each,12.97,A,1.0,2019-10-29 00:00:00.000,State,7920,2019
114802,TN,GREENE COUNTY SHERIFF'S DEPT,7910-01-091-8959,"PAD,FLOOR POLISHING MACHINE",4,Box,21.41,A,1.0,2019-10-29 00:00:00.000,State,7910,2019
114803,TN,GREENE COUNTY SHERIFF'S DEPT,8465-01-477-8191,"CLUB,SELF-PROTECTION",20,Each,10.0,Q,6.0,2019-10-29 00:00:00.000,State,8465,2019
114804,TN,GREENE COUNTY SHERIFF'S DEPT,3920-DS-PAL-LETJ,PALLET JACK,1,Each,50.0,A,,2019-10-30 00:00:00.000,State,3920,2019
114805,TN,GREENE COUNTY SHERIFF'S DEPT,3805-01-150-4795,"GRADER,ROAD,MOTORIZED",1,Each,67724.0,A,1.0,2020-01-16 00:00:00.000,State,3805,2020
114806,TN,GREENE COUNTY SHERIFF'S DEPT,2330-01-449-1775,"TRAILER,FLAT BED",1,Each,35000.0,Q,6.0,2019-10-17 00:00:00.000,State,2330,2019
114807,TN,GREENE COUNTY SHERIFF'S DEPT,7025-DS-SPE-AKE2,"SPEAKER, COMPUTER",10,Each,1.0,A,,2019-10-29 00:00:00.000,State,7025,2019
114808,TN,GREENE COUNTY SHERIFF'S DEPT,3895-DS-MIS-CCO0,MISCELLANEOUS CONSTRUCTION EQUIPMENT,1,Each,11000.0,A,,2020-01-07 00:00:00.000,State,3895,2020
114809,TN,GREENE COUNTY SHERIFF'S DEPT,8405-01-175-2293,"COAT,ALL-WEATHER",1,Each,98.46,A,1.0,2020-01-07 00:00:00.000,State,8405,2020
114810,TN,GREENE COUNTY SHERIFF'S DEPT,4240-DS-SAF-ERES,SAFETY AND RESCUE EQUIPMENT,9,Each,35.96,A,,2020-01-07 00:00:00.000,State,4240,2020
114811,TN,GREENE COUNTY SHERIFF'S DEPT,6220-DS-VEH-LIGH,ELECTRIC VEHICULAR LIGHTS AND FIXTURES,10,Each,50.0,A,,2020-01-07 00:00:00.000,State,6220,2020
114812,TN,GREENE COUNTY SHERIFF'S DEPT,6220-DS-VEH-LIGH,ELECTRIC VEHICULAR LIGHTS AND FIXTURES,2,Each,100.0,A,,2020-01-07 00:00:00.000,State,6220,2020
114813,TN,GREENE COUNTY SHERIFF'S DEPT,5130-00-596-9728,"SANDER,DISK,ELECTRIC,PORTABLE",1,Each,208.54,A,1.0,2020-01-07 00:00:00.000,State,5130,2020
114814,TN,GREENEVILLE POLICE DEPT,2355-01-590-1660,MINE RESISTANT VEHICLE,1,Each,733000.0,C,1.0,2016-07-25 00:00:00.000,State,2355,2016
114816,TN,GREENEVILLE POLICE DEPT,1240-01-576-6134,"SIGHT,REFLEX",11,Each,446.0,D,1.0,2017-02-08 00:00:00.000,State,1240,2017
114829,TN,GREENEVILLE POLICE DEPT,2320-01-413-3739,"TRUCK,UTILITY",1,Each,192513.0,C,1.0,2017-02-21 00:00:00.000,State,2320,2017
114872,TN,HAMBLEN COUNTY SHERIFFS OFFICE,5855-01-491-0140,NIGHT SIGHT VISION ,1,Each,4506.0,C,0.0,2016-01-07 00:00:00.000,State,5855,2016
114873,TN,HAMBLEN COUNTY SHERIFFS OFFICE,5855-01-491-0140,NIGHT SIGHT VISION ,1,Each,4506.0,C,0.0,2016-01-07 00:00:00.000,State,5855,2016
114874,TN,HAMBLEN COUNTY SHERIFFS OFFICE,1005-01-453-1633,"HANDGUARD,LOWER    ",2,Each,24.34,B,3.0,2016-01-12 00:00:00.000,State,1005,2016
114875,TN,HAMBLEN COUNTY SHERIFFS OFFICE,1240-00-930-3833,BINOCULAR,1,Each,278.05,D,1.0,2016-09-01 00:00:00.000,State,1240,2016
114876,TN,HAMBLEN COUNTY SHERIFFS OFFICE,5855-01-548-9651,"IMAGE INTENSIFIER,NIGHT VISION",1,Each,3856.05,D,1.0,2016-09-02 00:00:00.000,State,5855,2016
114877,TN,HAMBLEN COUNTY SHERIFFS OFFICE,5855-01-548-9651,"IMAGE INTENSIFIER,NIGHT VISION",1,Each,3856.05,D,1.0,2016-09-02 00:00:00.000,State,5855,2016
114878,TN,HAMBLEN COUNTY SHERIFFS OFFICE,1005-01-645-9137,"NRP,M4A1 UPPER RECE",20,Each,300.0,D,1.0,2016-10-21 00:00:00.000,State,1005,2016
114879,TN,HAMBLEN COUNTY SHERIFFS OFFICE,5855-DS-THR-MSIG,THERMAL SIGHTS,1,Each,8190.0,D,,2016-09-19 00:00:00.000,State,5855,2016
114880,TN,HAMBLEN COUNTY SHERIFFS OFFICE,1005-01-506-5750,"MOUNT,SIGHT,SMALL ARMS",6,Each,306.18,D,1.0,2016-09-01 00:00:00.000,State,1005,2016
114881,TN,HAMBLEN COUNTY SHERIFFS OFFICE,1005-00-628-9048,"MAGAZINE,CARTRIDGE",60,Each,15.95,D,1.0,2016-09-01 00:00:00.000,State,1005,2016
114882,TN,HAMBLEN COUNTY SHERIFFS OFFICE,5855-DS-THR-MIMG,THERMAL IMAGINING EQUIPMENT,1,Each,14677.5,D,,2016-09-19 00:00:00.000,State,5855,2016
114883,TN,HAMBLEN COUNTY SHERIFFS OFFICE,5855-01-548-9651,"IMAGE INTENSIFIER,NIGHT VISION",1,Each,3856.05,D,1.0,2016-09-02 00:00:00.000,State,5855,2016
114884,TN,HAMBLEN COUNTY SHERIFFS OFFICE,5855-01-548-9651,"IMAGE INTENSIFIER,NIGHT VISION",1,Each,3856.05,D,1.0,2016-09-02 00:00:00.000,State,5855,2016
114885,TN,HAMBLEN COUNTY SHERIFFS OFFICE,5855-01-548-9651,"IMAGE INTENSIFIER,NIGHT VISION",1,Each,3856.05,D,1.0,2016-09-02 00:00:00.000,State,5855,2016
114886,TN,HAMBLEN COUNTY SHERIFFS OFFICE,5855-01-548-9651,"IMAGE INTENSIFIER,NIGHT VISION",1,Each,3856.05,D,1.0,2016-09-02 00:00:00.000,State,5855,2016
114887,TN,HAMBLEN COUNTY SHERIFFS OFFICE,5855-01-548-9651,"IMAGE INTENSIFIER,NIGHT VISION",1,Each,3856.05,D,1.0,2016-09-02 00:00:00.000,State,5855,2016
114888,TN,HAMBLEN COUNTY SHERIFFS OFFICE,5855-01-548-9651,"IMAGE INTENSIFIER,NIGHT VISION",1,Each,3856.05,D,1.0,2016-09-02 00:00:00.000,State,5855,2016
114889,TN,HAMBLEN COUNTY SHERIFFS OFFICE,5855-01-548-9651,"IMAGE INTENSIFIER,NIGHT VISION",1,Each,3856.05,D,1.0,2016-09-02 00:00:00.000,State,5855,2016
114890,TN,HAMBLEN COUNTY SHERIFFS OFFICE,5855-01-548-9651,"IMAGE INTENSIFIER,NIGHT VISION",1,Each,3856.05,D,1.0,2016-09-02 00:00:00.000,State,5855,2016
114891,TN,HAMBLEN COUNTY SHERIFFS OFFICE,5855-01-507-5308,"IMAGE INTENSIFIER,NIGHT VISION",1,Each,20000.0,C,7.0,2015-05-01 00:00:00.000,State,5855,2015
114892,TN,HAMBLEN COUNTY SHERIFFS OFFICE,5855-01-507-5308,"IMAGE INTENSIFIER,NIGHT VISION",1,Each,20000.0,C,7.0,2015-05-01 00:00:00.000,State,5855,2015
114893,TN,HAMBLEN COUNTY SHERIFFS OFFICE,5855-01-507-5308,"IMAGE INTENSIFIER,NIGHT VISION",1,Each,20000.0,C,7.0,2015-05-01 00:00:00.000,State,5855,2015
114894,TN,HAMBLEN COUNTY SHERIFFS OFFICE,5855-01-507-5308,"IMAGE INTENSIFIER,NIGHT VISION",1,Each,20000.0,C,7.0,2015-05-01 00:00:00.000,State,5855,2015
114895,TN,HAMBLEN COUNTY SHERIFFS OFFICE,5855-01-507-5308,"IMAGE INTENSIFIER,NIGHT VISION",1,Each,20000.0,C,7.0,2015-05-01 00:00:00.000,State,5855,2015
114896,TN,HAMBLEN COUNTY SHERIFFS OFFICE,5855-01-507-5308,"IMAGE INTENSIFIER,NIGHT VISION",1,Each,20000.0,C,7.0,2015-05-01 00:00:00.000,State,5855,2015
114897,TN,HAMBLEN COUNTY SHERIFFS OFFICE,5855-01-464-3152,"SIGHT,THERMAL",9,Each,17591.0,F,7.0,2015-01-21 00:00:00.000,State,5855,2015
114898,TN,HAMBLEN COUNTY SHERIFFS OFFICE,5855-01-538-7994,"VIEWER,NIGHT VISION",7,Each,19038.32,C,1.0,2015-03-17 00:00:00.000,State,5855,2015
114899,TN,HAMBLEN COUNTY SHERIFFS OFFICE,1240-01-574-4384,SIGHT UNIT,5,Each,103.0,D,1.0,2015-03-03 00:00:00.000,State,1240,2015
114900,TN,HAMBLEN COUNTY SHERIFFS OFFICE,1240-01-411-1265,"SIGHT,REFLEX",4,Each,321.0,D,1.0,2015-02-05 00:00:00.000,State,1240,2015
114901,TN,HAMBLEN COUNTY SHERIFFS OFFICE,5855-01-488-6563,"ILLUMINATOR,INFRARED",1,Each,1758.12,D,1.0,2015-02-06 00:00:00.000,State,5855,2015
